Employee_ID,Name,Department,Company_ID,Job_Title,Seniority_Level,Education_Level,Work_Location,Newsletter_Subscription,Campaign_Response_Rate (%),Tenure_Years,Event_Attendance,Influence_Score,Decision_Maker_Flag,Preferred_Contact_Method,Language,Last_Contact_Date,Next_Followup_Date,Owner_Rep,Active_Flag,Data_Source
E00618,L**** Y*******,Production,C0670,Production Planner,Senior,Bachelor,Office,Yes,3,6,1,93,No,Events,Turkish,2024-03-20,2024-04-07,D**** S*******,Yes,CRM
E00619,N**** A*******,Quality,C0352,Quality Assurance Lead,Senior,Bachelor,Factory,No,3,9,1,87,No,Email,Turkish,2024-02-06,2024-02-11,B**** K*******,Yes,Email Campaign
E00620,N**** K*******,Procurement,C0233,Strategic Buyer,Senior,Bachelor,Field,Yes,3,11,0,71,No,Email,English,2024-08-10,2024-08-17,G**** R*******,Yes,Webinar
E00621,A**** D*******,Quality,C0430,QA Specialist,Mid,Master,Remote,No,1,6,1,35,No,Email,Turkish,2024-06-01,2024-06-25,E**** T*******,Yes,CRM
E00622,B**** P*******,Management,C0127,Operations Director,Junior,Master,Office,Yes,0,2,0,71,No,LinkedIn,English,2024-02-17,2024-03-10,E**** T*******,Yes,CRM
E00623,S**** A*******,Sales,C0189,Territory Sales Rep,Junior,Master,Remote,No,15,2,3,76,Yes,Phone,Turkish,2024-03-26,2024-04-03,B**** K*******,Yes,CRM
E00624,B**** D*******,Sales,C0183,Key Account Executive,C-Level,Bachelor,Office,No,15,18,3,95,Yes,Email,Turkish,2024-01-31,2024-02-09,E**** T*******,Yes,CRM
E00625,K**** D*******,IT,C0251,Network Engineer,Mid,Bachelor,Factory,Yes,5,5,0,62,No,Phone,Turkish,2024-06-11,2024-06-19,C**** D*******,Yes,CRM
E00626,B**** U*******,Management,C0309,Plant Manager,Senior,Bachelor,Office,No,0,5,1,94,Yes,Email,English,2024-05-21,2024-06-09,F**** O*******,Yes,CRM
E00627,S**** A*******,IT,C0703,Systems Engineer,Mid,Master,Factory,Yes,1,6,0,82,Yes,LinkedIn,English,2024-08-15,2024-08-22,D**** S*******,Yes,CRM
E00628,S**** A*******,Management,C0666,Operations Manager,Mid,Master,Office,Yes,5,2,2,42,No,Email,English,2024-06-11,2024-07-09,D**** S*******,Yes,LinkedIn
E00629,Z**** U*******,Sales,C0620,Key Account Executive,Senior,Bachelor,Office,Yes,18,6,2,68,No,LinkedIn,English,2024-02-10,2024-02-25,G**** R*******,Yes,Fair
E00630,B**** S*******,Production,C0587,Production Planner,Mid,Master,Office,No,2,6,2,66,No,Email,Turkish,2024-01-23,2024-02-19,B**** K*******,Yes,CRM
E00631,K**** Y*******,Procurement,C0500,Procurement Analyst,Mid,Master,Office,No,0,2,0,53,No,LinkedIn,Turkish,2024-07-12,2024-07-30,A**** Y*******,Yes,Webinar
E00632,S**** A*******,Production,C0541,Production Planner,Director,Master,Factory,Yes,0,9,1,58,No,Email,Turkish,2024-06-23,2024-07-09,B**** K*******,Yes,CRM
E00633,C**** K*******,Procurement,C0108,Procurement Analyst,Junior,Bachelor,Office,Yes,5,2,1,50,No,Phone,English,2024-02-28,2024-03-29,F**** O*******,Yes,CRM
E00634,S**** A*******,Operations,C0711,Operations Analyst,Mid,Master,Office,Yes,1,2,2,47,No,Email,Turkish,2024-01-09,2024-01-18,D**** S*******,Yes,LinkedIn
E00635,S**** S*******,Quality,C0232,Quality Assurance Lead,Mid,Bachelor,Office,No,5,2,1,34,No,Email,Turkish,2024-01-22,2024-02-17,G**** R*******,Yes,CRM
E00636,B**** A*******,Procurement,C0400,Strategic Buyer,Mid,Master,Office,No,0,3,0,59,Yes,Email,English,2024-06-22,2024-07-12,F**** O*******,Yes,CRM
E00637,A**** C*******,IT,C0352,Infrastructure Engineer,Mid,Bachelor,Office,Yes,3,2,1,62,No,Phone,Turkish,2024-09-22,2024-10-08,B**** K*******,No,Webinar
E00638,B**** K*******,Engineering,C0471,Mechanical Engineer,Mid,Bachelor,Office,Yes,6,5,0,53,No,Email,Turkish,2024-02-18,2024-03-01,B**** K*******,Yes,Fair
E00639,A**** K*******,Management,C0224,Plant Manager,Director,Bachelor,Office,No,2,16,2,63,Yes,Events,English,2024-09-18,2024-10-01,B**** K*******,Yes,CRM
E00640,E**** D*******,Quality,C0547,QA Technician,Mid,High School,Factory,No,8,4,0,39,No,Email,Turkish,2024-04-22,2024-05-17,C**** D*******,Yes,Fair
E00641,A**** G*******,Procurement,C0153,Procurement Manager,Junior,Bachelor,Field,Yes,3,1,2,32,No,Email,Turkish,2024-08-11,2024-09-10,B**** K*******,Yes,CRM
E00642,E**** A*******,Production,C0095,Plant Supervisor,Senior,High School,Office,No,4,7,2,52,No,Events,Turkish,2024-03-17,2024-03-27,C**** D*******,Yes,CRM
E00643,B**** Y*******,Procurement,C0590,Strategic Buyer,Mid,Bachelor,Office,No,3,3,2,82,No,Phone,Turkish,2024-09-09,2024-09-16,H**** N*******,Yes,CRM
E00644,C**** A*******,Operations,C0438,Data Centre Operator,Mid,Bachelor,Field,Yes,0,2,2,59,No,Phone,English,2024-04-30,2024-05-23,F**** O*******,Yes,CRM
E00645,A**** K*******,IT,C0072,Systems Engineer,Mid,Bachelor,Office,Yes,1,4,1,55,No,Phone,English,2024-01-29,2024-02-27,F**** O*******,Yes,LinkedIn
E00646,B**** A*******,Procurement,C0651,Procurement Manager,Mid,Master,Office,Yes,4,2,2,56,Yes,Phone,English,2024-07-27,2024-08-03,C**** D*******,Yes,LinkedIn
E00647,B**** K*******,Management,C0095,Plant Manager,C-Level,PhD,Factory,Yes,0,20,0,69,No,Events,Turkish,2024-04-30,2024-05-29,A**** Y*******,Yes,Email Campaign
E00648,A**** A*******,Sales,C0096,Account Manager,Junior,Bachelor,Office,No,15,0,1,63,No,Events,Turkish,2024-05-15,2024-05-29,A**** Y*******,Yes,CRM
E00649,K**** K*******,Operations,C0338,Data Centre Operator,Director,Bachelor,Factory,Yes,2,8,2,66,No,Email,Turkish,2024-02-25,2024-03-16,H**** N*******,Yes,LinkedIn
E00650,S**** K*******,Production,C0624,Plant Supervisor,Junior,Bachelor,Office,No,0,0,0,47,No,Email,Turkish,2024-08-31,2024-09-10,A**** Y*******,Yes,CRM
E00651,E**** Y*******,Procurement,C0191,Procurement Analyst,Junior,Bachelor,Office,No,1,1,1,67,No,Email,Turkish,2024-01-07,2024-01-25,C**** D*******,Yes,Email Campaign
E00652,L**** K*******,Marketing,C0228,Digital Marketing Executive,Mid,Bachelor,Office,No,4,4,2,40,No,Email,English,2024-01-01,2024-01-07,C**** D*******,Yes,CRM
E00653,C**** K*******,Production,C0205,Production Planner,Mid,PhD,Office,Yes,5,3,2,49,Yes,Email,English,2024-05-18,2024-06-08,H**** N*******,Yes,CRM
E00654,S**** Y*******,Procurement,C0704,Procurement Specialist,Senior,Bachelor,Office,Yes,1,10,2,95,Yes,Phone,Turkish,2024-08-03,2024-08-12,H**** N*******,Yes,CRM
E00655,B**** P*******,IT,C0415,Network Engineer,Senior,PhD,Office,No,3,7,1,71,Yes,Phone,English,2024-09-10,2024-10-10,H**** N*******,Yes,CRM
E00656,L**** S*******,Production,C0627,Production Engineer,Junior,Master,Office,Yes,2,1,0,33,No,Phone,Turkish,2024-02-13,2024-03-08,E**** T*******,No,Fair
E00657,B**** O*******,Sales,C0200,Key Account Executive,Junior,PhD,Office,No,24,1,3,82,Yes,Email,English,2024-08-19,2024-09-02,D**** S*******,Yes,LinkedIn
E00658,D**** Y*******,Operations,C0728,Data Centre Operator,Mid,Master,Factory,No,5,4,1,44,Yes,Phone,Turkish,2024-08-04,2024-08-15,D**** S*******,Yes,CRM
E00659,O**** A*******,IT,C0137,Network Engineer,Director,Master,Office,Yes,5,13,1,54,No,Phone,English,2024-08-15,2024-09-06,G**** R*******,No,Email Campaign
E00660,T**** D*******,Operations,C0682,Data Centre Operator,Senior,Bachelor,Office,Yes,9,10,2,39,No,LinkedIn,Turkish,2024-05-31,2024-06-11,H**** N*******,Yes,Email Campaign
E00661,S**** K*******,Quality,C0432,QA Specialist,Senior,Bachelor,Remote,No,0,11,2,81,Yes,Phone,Turkish,2024-05-02,2024-05-25,H**** N*******,Yes,Email Campaign
E00662,E**** D*******,Operations,C0040,Logistics Coordinator,Senior,Bachelor,Office,Yes,4,5,2,82,Yes,LinkedIn,Turkish,2024-05-08,2024-05-31,B**** K*******,Yes,Email Campaign
E00663,M**** K*******,Sales,C0673,Account Manager,Mid,Bachelor,Office,Yes,16,6,2,54,No,Email,Turkish,2024-06-18,2024-07-10,D**** S*******,Yes,CRM
E00664,O**** C*******,Operations,C0289,Data Centre Operator,Junior,Bachelor,Office,Yes,7,1,2,65,No,Phone,Turkish,2024-01-06,2024-02-03,B**** K*******,Yes,CRM
E00665,B**** A*******,Sales,C0722,Sales Executive,Mid,Master,Field,Yes,17,6,5,71,No,Phone,Turkish,2024-04-24,2024-05-15,D**** S*******,No,CRM
E00666,Z**** A*******,Engineering,C0120,Electrical Engineer,Senior,Bachelor,Remote,No,2,10,0,55,No,Email,Turkish,2024-07-13,2024-07-26,F**** O*******,Yes,Fair
E00667,C**** K*******,Quality,C0666,QA Technician,Junior,High School,Field,No,0,1,1,67,No,Phone,Turkish,2024-07-09,2024-07-15,G**** R*******,Yes,Email Campaign
E00668,N**** K*******,Operations,C0259,Data Centre Operator,Mid,PhD,Office,No,6,5,0,35,No,Phone,English,2024-02-15,2024-03-16,F**** O*******,Yes,CRM
E00669,M**** D*******,Engineering,C0335,Electrical Engineer,Mid,Bachelor,Office,No,7,2,1,62,No,Phone,English,2024-05-21,2024-06-14,H**** N*******,Yes,LinkedIn
E00670,N**** A*******,Production,C0011,Production Engineer,Mid,Bachelor,Factory,No,3,3,1,60,No,Email,English,2024-08-03,2024-08-12,F**** O*******,Yes,LinkedIn
E00671,A**** P*******,Procurement,C0011,Procurement Manager,Junior,Bachelor,Office,No,2,1,0,80,Yes,Email,Turkish,2024-01-29,2024-02-17,G**** R*******,Yes,CRM
E00672,E**** C*******,Marketing,C0378,Digital Marketing Executive,C-Level,Master,Office,No,3,21,4,49,No,Phone,Turkish,2024-03-17,2024-03-29,A**** Y*******,Yes,CRM
E00673,S**** Y*******,Procurement,C0251,Procurement Manager,Mid,Bachelor,Remote,No,4,2,2,31,No,Phone,Turkish,2024-02-28,2024-03-17,G**** R*******,Yes,CRM
E00674,N**** O*******,Production,C0049,Plant Supervisor,Mid,Master,Office,Yes,0,6,2,61,Yes,Email,English,2024-05-26,2024-06-16,F**** O*******,Yes,Webinar
E00675,N**** A*******,Operations,C0253,Ops Coordinator,Senior,Master,Office,Yes,5,10,1,37,No,Phone,Turkish,2024-01-11,2024-02-09,H**** N*******,Yes,CRM
E00676,A**** U*******,Management,C0342,Operations Director,Mid,Bachelor,Office,No,0,3,1,55,No,Phone,English,2024-08-04,2024-08-21,E**** T*******,Yes,LinkedIn
E00677,S**** K*******,Marketing,C0374,Digital Marketing Executive,Senior,High School,Office,Yes,4,9,2,71,No,Phone,English,2024-05-01,2024-05-23,H**** N*******,No,LinkedIn
E00678,M**** A*******,Sales,C0038,Account Manager,Director,Master,Office,Yes,33,7,5,84,No,Phone,English,2024-07-12,2024-07-25,H**** N*******,Yes,LinkedIn
E00679,O**** U*******,Management,C0250,Operations Director,Senior,PhD,Field,No,0,5,1,100,Yes,Phone,English,2024-09-03,2024-09-29,G**** R*******,Yes,CRM
E00680,S**** C*******,Engineering,C0102,Electrical Engineer,Junior,Master,Office,Yes,3,2,1,55,No,Phone,Turkish,2024-01-23,2024-02-05,G**** R*******,Yes,CRM
E00681,K**** C*******,Procurement,C0377,Procurement Analyst,Director,High School,Office,Yes,5,11,1,61,Yes,Phone,Turkish,2024-09-14,2024-10-08,A**** Y*******,Yes,CRM
E00682,D**** P*******,Sales,C0620,Sales Manager,Mid,Bachelor,Office,Yes,27,2,3,85,Yes,Email,English,2024-08-15,2024-08-28,D**** S*******,Yes,LinkedIn
E00683,B**** D*******,Marketing,C0471,Marketing Specialist,Junior,Master,Office,No,7,2,3,51,No,Phone,Turkish,2024-05-25,2024-06-13,E**** T*******,Yes,Webinar
E00684,S**** U*******,Production,C0105,Plant Supervisor,Junior,Bachelor,Office,No,0,2,0,44,No,Phone,Turkish,2024-04-24,2024-05-05,F**** O*******,Yes,Webinar
E00685,O**** D*******,Engineering,C0570,Process Engineer,Director,Master,Remote,No,4,7,0,94,Yes,Phone,Turkish,2024-02-20,2024-03-10,H**** N*******,Yes,LinkedIn
E00686,O**** G*******,Engineering,C0115,Process Engineer,Junior,Bachelor,Office,Yes,3,1,1,36,No,Email,Turkish,2024-07-15,2024-07-24,H**** N*******,Yes,CRM
E00687,K**** Y*******,IT,C0257,Network Engineer,Mid,Bachelor,Factory,Yes,0,3,1,38,No,Email,English,2024-02-02,2024-02-15,F**** O*******,Yes,LinkedIn
E00688,B**** A*******,Procurement,C0240,Procurement Specialist,Mid,Master,Remote,Yes,0,2,2,79,Yes,Phone,Turkish,2024-07-12,2024-07-25,D**** S*******,Yes,Webinar
E00689,A**** Y*******,Operations,C0592,Logistics Coordinator,Mid,Bachelor,Remote,Yes,2,4,2,48,No,Email,Turkish,2024-01-24,2024-02-08,A**** Y*******,Yes,CRM
E00690,B**** D*******,Management,C0192,Country Manager,Senior,Bachelor,Field,Yes,1,7,1,83,Yes,Email,English,2024-01-16,2024-01-28,C**** D*******,Yes,Webinar
E00691,M**** D*******,Procurement,C0392,Procurement Manager,Senior,Master,Office,Yes,4,5,0,85,Yes,Phone,Turkish,2024-04-12,2024-05-04,C**** D*******,Yes,CRM
E00692,D**** U*******,Production,C0581,Plant Supervisor,Senior,Bachelor,Factory,Yes,3,8,1,58,No,Email,Turkish,2024-02-25,2024-03-07,A**** Y*******,Yes,CRM
E00693,A**** P*******,IT,C0149,Systems Engineer,Senior,Master,Office,No,5,10,1,89,Yes,LinkedIn,Turkish,2024-08-08,2024-08-22,A**** Y*******,No,CRM
E00694,L**** K*******,Quality,C0124,Quality Assurance Lead,Mid,Bachelor,Remote,No,2,2,1,67,No,Email,English,2024-05-05,2024-06-03,H**** N*******,Yes,Email Campaign
E00695,Z**** K*******,IT,C0634,Software Developer,Senior,Bachelor,Office,Yes,0,5,2,47,No,Email,Turkish,2024-03-27,2024-04-17,F**** O*******,Yes,LinkedIn
E00696,B**** O*******,Operations,C0117,Data Centre Operator,Mid,Master,Office,Yes,5,6,0,62,No,LinkedIn,Turkish,2024-07-26,2024-08-13,H**** N*******,Yes,CRM
E00697,S**** A*******,Procurement,C0120,Strategic Buyer,Mid,PhD,Office,Yes,4,4,2,71,Yes,Email,Turkish,2024-01-02,2024-01-16,B**** K*******,Yes,CRM
E00698,E**** U*******,Management,C0672,Operations Director,Junior,High School,Office,No,6,1,1,59,No,Email,Turkish,2024-02-11,2024-02-28,D**** S*******,Yes,CRM
E00699,M**** A*******,IT,C0667,Systems Engineer,Senior,Bachelor,Field,Yes,3,11,2,69,No,Phone,Turkish,2024-01-04,2024-01-24,G**** R*******,Yes,CRM
E00700,E**** O*******,Production,C0314,Plant Supervisor,Senior,Bachelor,Field,Yes,3,11,0,82,No,Email,English,2024-08-09,2024-09-03,H**** N*******,Yes,CRM
E00701,O**** U*******,Marketing,C0078,Growth Marketer,Mid,Bachelor,Office,No,23,5,4,42,No,Email,Turkish,2024-08-15,2024-08-22,G**** R*******,Yes,CRM
E00702,K**** S*******,Sales,C0025,Territory Sales Rep,Junior,Bachelor,Field,Yes,13,1,5,60,No,LinkedIn,English,2024-03-17,2024-04-10,H**** N*******,Yes,Webinar
E00703,E**** O*******,Engineering,C0247,Process Engineer,Mid,Master,Remote,No,5,3,2,54,No,Email,Turkish,2024-03-30,2024-04-05,A**** Y*******,No,Email Campaign
E00704,C**** C*******,Marketing,C0286,Growth Marketer,Junior,Bachelor,Office,Yes,26,0,5,42,No,Phone,English,2024-02-27,2024-03-14,E**** T*******,Yes,CRM
E00705,E**** Y*******,Marketing,C0590,Marketing Specialist,Mid,Master,Office,Yes,24,6,2,49,No,Email,Turkish,2024-04-11,2024-05-08,C**** D*******,Yes,LinkedIn
E00706,E**** A*******,Quality,C0611,QA Specialist,Junior,High School,Office,Yes,5,2,0,63,Yes,Phone,Turkish,2024-04-07,2024-04-20,E**** T*******,No,Email Campaign
E00707,B**** A*******,Engineering,C0459,Electrical Engineer,Senior,Bachelor,Remote,Yes,0,7,0,47,No,Phone,English,2024-02-28,2024-03-11,G**** R*******,Yes,CRM
E00708,O**** O*******,Operations,C0063,Data Centre Operator,Mid,Master,Office,Yes,9,4,0,54,No,Phone,English,2024-05-06,2024-05-11,G**** R*******,Yes,Email Campaign
E00709,N**** A*******,Sales,C0420,Account Manager,Junior,Bachelor,Field,No,3,0,2,60,Yes,Email,Turkish,2024-02-07,2024-02-20,D**** S*******,Yes,Webinar
E00710,B**** Y*******,Marketing,C0106,Growth Marketer,Junior,Bachelor,Office,No,21,0,2,47,No,LinkedIn,English,2024-04-14,2024-05-08,H**** N*******,Yes,Email Campaign
E00711,C**** K*******,Marketing,C0102,Brand Manager,Senior,Bachelor,Office,Yes,32,7,1,56,No,Phone,Turkish,2024-05-14,2024-05-30,H**** N*******,Yes,Fair
E00712,B**** K*******,Quality,C0490,QA Technician,Junior,PhD,Factory,No,3,0,1,40,No,Events,Turkish,2024-06-13,2024-06-24,G**** R*******,Yes,CRM
E00713,A**** K*******,Quality,C0302,QA Technician,Junior,Bachelor,Office,Yes,5,1,2,38,Yes,Phone,Turkish,2024-02-02,2024-02-21,C**** D*******,Yes,CRM
E00714,C**** Y*******,Production,C0213,Production Planner,Senior,Bachelor,Office,Yes,2,10,2,67,No,Phone,Turkish,2024-05-31,2024-06-13,F**** O*******,Yes,CRM
E00715,E**** A*******,Sales,C0083,Account Manager,Junior,Bachelor,Factory,No,12,0,4,46,No,Phone,Turkish,2024-06-23,2024-06-28,C**** D*******,Yes,CRM
E00716,E**** C*******,Operations,C0119,Ops Coordinator,Mid,Bachelor,Office,Yes,0,4,2,62,No,Phone,Turkish,2024-05-06,2024-06-01,H**** N*******,Yes,CRM
E00717,Z**** C*******,Sales,C0556,Sales Manager,Junior,High School,Office,No,37,2,5,66,No,Phone,English,2024-08-16,2024-08-31,G**** R*******,Yes,LinkedIn
E00718,L**** Y*******,Marketing,C0627,Digital Marketing Executive,Senior,Bachelor,Office,No,14,5,4,45,No,LinkedIn,Turkish,2024-06-14,2024-07-09,G**** R*******,Yes,Fair
E00719,S**** Y*******,Marketing,C0271,Brand Manager,Mid,Bachelor,Office,No,23,5,3,59,No,Email,English,2024-06-22,2024-07-13,B**** K*******,Yes,Email Campaign
E00720,M**** Y*******,Production,C0397,Production Engineer,Senior,High School,Office,No,2,9,0,43,No,Phone,English,2024-02-27,2024-03-20,F**** O*******,Yes,Email Campaign
E00721,K**** Y*******,Management,C0615,Operations Manager,Director,Bachelor,Office,No,5,12,0,95,Yes,Phone,Turkish,2024-03-14,2024-03-27,G**** R*******,Yes,CRM
E00722,S**** G*******,Production,C0114,Plant Supervisor,Junior,Bachelor,Field,Yes,8,1,1,53,No,LinkedIn,English,2024-03-01,2024-03-11,F**** O*******,No,CRM
E00723,D**** A*******,Procurement,C0376,Procurement Manager,Junior,PhD,Field,No,3,0,0,52,No,LinkedIn,English,2024-06-08,2024-06-16,E**** T*******,Yes,CRM
E00724,O**** K*******,Procurement,C0398,Procurement Analyst,Mid,PhD,Office,No,0,4,2,95,Yes,Email,English,2024-03-26,2024-04-08,C**** D*******,No,Email Campaign
E00725,K**** A*******,IT,C0018,Software Developer,Mid,Master,Field,Yes,8,2,0,56,No,Phone,English,2024-08-31,2024-09-13,C**** D*******,Yes,LinkedIn
E00726,A**** D*******,Sales,C0572,Key Account Executive,Mid,High School,Office,Yes,20,3,1,49,No,Phone,Turkish,2024-04-08,2024-05-05,A**** Y*******,Yes,CRM
E00727,E**** K*******,Production,C0523,Production Planner,Mid,High School,Office,No,6,4,1,40,No,Email,English,2024-08-31,2024-09-24,A**** Y*******,Yes,CRM
E00728,E**** S*******,Operations,C0283,Operations Analyst,Junior,Master,Office,Yes,8,2,2,62,No,Events,Turkish,2024-04-12,2024-05-04,F**** O*******,Yes,CRM
E00729,C**** Y*******,Management,C0734,Country Manager,Mid,Master,Office,Yes,0,3,1,66,No,Email,Turkish,2024-09-09,2024-09-16,E**** T*******,Yes,CRM
E00730,B**** K*******,IT,C0516,Software Developer,Senior,Master,Office,Yes,1,6,0,48,No,Phone,Turkish,2024-09-19,2024-09-25,H**** N*******,Yes,CRM
E00731,B**** D*******,Management,C0175,Operations Manager,Mid,Bachelor,Factory,No,0,2,1,41,No,Events,English,2024-08-06,2024-08-27,C**** D*******,Yes,CRM
E00732,K**** A*******,Procurement,C0450,Procurement Manager,Director,Master,Remote,No,4,8,0,67,No,Phone,Turkish,2024-08-12,2024-09-06,A**** Y*******,Yes,CRM
E00733,E**** U*******,Marketing,C0590,Growth Marketer,Senior,Master,Office,No,8,9,5,69,Yes,Email,Turkish,2024-08-15,2024-09-03,A**** Y*******,Yes,LinkedIn
E00734,S**** U*******,Engineering,C0715,Quality-by-Design Engineer,Junior,High School,Remote,No,3,1,2,57,No,Phone,Turkish,2024-09-17,2024-09-23,F**** O*******,Yes,CRM
E00735,C**** K*******,Sales,C0612,Sales Executive,Junior,Bachelor,Factory,No,10,0,4,55,No,Phone,Turkish,2024-09-19,2024-10-07,D**** S*******,Yes,CRM
E00736,K**** S*******,Procurement,C0700,Procurement Manager,Mid,Bachelor,Office,No,3,3,2,76,No,Email,English,2024-04-15,2024-04-25,A**** Y*******,Yes,CRM
E00737,C**** S*******,Sales,C0310,Sales Executive,Junior,Bachelor,Office,Yes,19,0,1,62,No,Phone,Turkish,2024-02-19,2024-03-01,C**** D*******,Yes,LinkedIn
E00738,K**** A*******,Sales,C0549,Sales Manager,Senior,Bachelor,Remote,Yes,33,11,2,76,Yes,Phone,Turkish,2024-02-27,2024-03-20,G**** R*******,Yes,CRM
E00739,E**** S*******,IT,C0407,Network Engineer,Junior,Bachelor,Factory,Yes,7,2,1,71,Yes,LinkedIn,Turkish,2024-06-14,2024-07-12,B**** K*******,Yes,CRM
E00740,E**** U*******,Marketing,C0597,Marketing Specialist,Senior,Bachelor,Remote,No,11,7,5,58,No,Phone,English,2024-06-20,2024-07-19,G**** R*******,Yes,CRM
E00741,A**** P*******,Quality,C0176,Quality Assurance Lead,Junior,Bachelor,Office,Yes,3,2,0,72,No,Phone,Turkish,2024-08-31,2024-09-07,B**** K*******,Yes,Webinar
E00742,Z**** S*******,Operations,C0117,Ops Coordinator,Senior,High School,Office,No,0,7,0,74,Yes,LinkedIn,Turkish,2024-02-07,2024-02-25,B**** K*******,Yes,CRM
E00743,O**** O*******,Marketing,C0397,Brand Manager,Mid,Bachelor,Field,No,11,6,5,20,No,Email,English,2024-05-25,2024-06-08,A**** Y*******,Yes,Webinar
E00744,T**** C*******,Production,C0107,Production Engineer,Senior,High School,Field,Yes,0,8,1,94,Yes,Email,English,2024-06-25,2024-07-23,E**** T*******,Yes,CRM
E00745,L**** K*******,Operations,C0060,Logistics Coordinator,Mid,Master,Field,No,6,6,0,43,No,LinkedIn,Turkish,2024-08-27,2024-09-22,H**** N*******,Yes,Email Campaign
E00746,K**** A*******,Sales,C0327,Sales Manager,Senior,Master,Office,No,18,6,3,66,No,Email,Turkish,2024-07-12,2024-08-08,F**** O*******,Yes,LinkedIn
E00747,B**** G*******,Quality,C0458,QA Technician,Mid,Bachelor,Office,No,1,2,2,48,No,Email,Turkish,2024-03-01,2024-03-26,D**** S*******,No,LinkedIn
E00748,N**** Y*******,Quality,C0658,QA Specialist,Senior,Master,Office,Yes,7,5,1,67,Yes,Phone,Turkish,2024-07-04,2024-07-27,E**** T*******,Yes,Email Campaign
E00749,Z**** K*******,Procurement,C0387,Procurement Analyst,Senior,Bachelor,Office,No,3,8,0,96,Yes,Events,English,2024-05-01,2024-05-15,B**** K*******,Yes,CRM
E00750,D**** P*******,IT,C0302,Infrastructure Engineer,C-Level,Master,Factory,Yes,4,20,2,54,No,Email,Turkish,2024-01-01,2024-01-14,G**** R*******,Yes,CRM
E00751,Z**** A*******,Marketing,C0018,Marketing Specialist,Senior,Bachelor,Field,Yes,14,10,5,47,No,Email,Turkish,2024-07-17,2024-07-26,F**** O*******,Yes,CRM
E00752,A**** Y*******,Sales,C0069,Key Account Executive,Junior,Bachelor,Office,No,20,1,1,72,No,Phone,Turkish,2024-05-10,2024-06-07,H**** N*******,Yes,LinkedIn
E00753,S**** Y*******,Procurement,C0658,Strategic Buyer,Mid,Bachelor,Remote,Yes,0,6,0,53,No,Phone,Turkish,2024-05-25,2024-06-17,C**** D*******,Yes,LinkedIn
E00754,B**** C*******,Quality,C0503,QA Technician,Director,Master,Factory,No,4,9,2,64,No,Phone,Turkish,2024-05-26,2024-06-09,E**** T*******,Yes,Webinar
E00755,E**** A*******,Engineering,C0335,Quality-by-Design Engineer,Mid,Master,Factory,No,2,6,1,64,No,LinkedIn,Turkish,2024-05-05,2024-05-28,C**** D*******,Yes,LinkedIn
E00756,E**** K*******,Sales,C0016,Key Account Executive,Junior,Bachelor,Factory,Yes,20,2,4,84,Yes,Phone,Turkish,2024-09-29,2024-10-14,D**** S*******,Yes,CRM
E00757,A**** D*******,Sales,C0534,Sales Manager,Senior,Bachelor,Office,No,16,8,1,57,No,Phone,English,2024-04-27,2024-05-20,B**** K*******,Yes,CRM
E00758,B**** U*******,Marketing,C0168,Marketing Specialist,Mid,Master,Office,Yes,31,5,1,36,No,Phone,English,2024-05-12,2024-06-06,E**** T*******,Yes,CRM
E00759,A**** D*******,Production,C0650,Production Planner,Junior,Bachelor,Office,Yes,0,1,0,38,No,LinkedIn,Turkish,2024-03-17,2024-04-09,A**** Y*******,Yes,LinkedIn
E00760,M**** A*******,Production,C0455,Plant Supervisor,Junior,Bachelor,Office,No,0,1,0,64,No,LinkedIn,Turkish,2024-04-11,2024-05-06,B**** K*******,Yes,CRM
E00761,E**** D*******,Management,C0001,Country Manager,Director,Bachelor,Office,Yes,0,16,2,78,No,LinkedIn,Turkish,2024-05-06,2024-05-19,F**** O*******,Yes,Email Campaign
E00762,D**** O*******,Quality,C0285,Quality Assurance Lead,Mid,Bachelor,Field,No,0,4,1,65,No,Email,Turkish,2024-08-08,2024-09-04,E**** T*******,Yes,CRM
E00763,B**** Y*******,Procurement,C0443,Strategic Buyer,Mid,Bachelor,Office,Yes,0,3,2,87,Yes,Email,Turkish,2024-06-26,2024-07-05,H**** N*******,Yes,LinkedIn
E00764,B**** Y*******,Marketing,C0242,Digital Marketing Executive,Junior,Bachelor,Office,Yes,26,2,3,30,No,Email,Turkish,2024-04-17,2024-05-08,G**** R*******,Yes,Webinar
E00765,S**** K*******,Operations,C0083,Operations Analyst,Junior,Bachelor,Office,Yes,4,2,0,11,No,Phone,Turkish,2024-01-31,2024-02-22,C**** D*******,Yes,CRM
E00766,B**** A*******,Sales,C0229,Sales Manager,Junior,Bachelor,Office,Yes,22,2,4,42,No,LinkedIn,English,2024-04-12,2024-04-24,D**** S*******,Yes,CRM
E00767,E**** K*******,Production,C0205,Plant Supervisor,Director,High School,Office,No,7,7,2,66,No,Events,Turkish,2024-06-30,2024-07-23,F**** O*******,Yes,CRM
E00768,M**** A*******,Procurement,C0231,Procurement Manager,Mid,Bachelor,Factory,Yes,0,6,0,72,No,Phone,English,2024-06-19,2024-07-18,D**** S*******,Yes,LinkedIn
E00769,B**** G*******,Production,C0561,Production Engineer,Senior,Master,Office,No,1,11,0,67,No,Email,Turkish,2024-06-18,2024-07-11,A**** Y*******,Yes,CRM
