Employee_ID,Company_ID,Name,Job_Title,Email,Phone
E01443,C0396,B**** K*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01444,C0593,N**** K*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01445,C0043,A**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01446,C0306,E**** P*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01447,C0325,S**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01448,C0581,C**** P*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01449,C0703,K**** A*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01450,C0314,T**** C*******,Country Manager,svktekninjas@gmail.com,415-238-0082
E01451,C0564,A**** K*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01452,C0268,N**** D*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01453,C0038,A**** K*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01454,C0426,B**** K*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01455,C0489,A**** S*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01456,C0074,S**** Y*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01457,C0599,M**** A*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E01458,C0154,E**** C*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01459,C0469,D**** D*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01460,C0111,T**** O*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01461,C0087,S**** K*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01462,C0687,K**** C*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01463,C0624,A**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01464,C0210,B**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01465,C0161,A**** O*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01466,C0642,D**** U*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01467,C0479,S**** S*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01468,C0058,E**** A*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01469,C0282,A**** K*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01470,C0072,E**** O*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E01471,C0095,N**** A*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01472,C0320,A**** U*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01473,C0330,E**** G*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01474,C0685,N**** K*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01475,C0426,A**** C*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01476,C0113,M**** O*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01477,C0141,Z**** P*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E01478,C0348,E**** A*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01479,C0129,S**** K*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01480,C0331,S**** K*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01481,C0294,M**** A*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01482,C0201,K**** U*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01483,C0650,Z**** S*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01484,C0152,A**** K*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01485,C0275,E**** Y*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01486,C0708,E**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01487,C0313,A**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01488,C0591,B**** O*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01489,C0473,A**** D*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01490,C0226,D**** C*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01491,C0480,B**** Y*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01492,C0319,E**** P*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E01493,C0581,C**** A*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01494,C0421,T**** P*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01495,C0554,E**** G*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01496,C0406,B**** K*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01497,C0137,N**** U*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01498,C0253,B**** A*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01499,C0267,B**** K*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01500,C0317,C**** G*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01501,C0101,D**** A*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E01502,C0516,S**** P*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01503,C0045,S**** A*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01504,C0734,N**** G*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E01505,C0426,E**** A*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01506,C0079,M**** G*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E01507,C0360,E**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01508,C0231,B**** K*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01509,C0732,E**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01510,C0427,D**** S*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01511,C0179,A**** C*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01512,C0170,Z**** S*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01513,C0567,E**** K*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01514,C0258,B**** D*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01515,C0425,Z**** K*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01516,C0681,K**** K*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01517,C0048,L**** Y*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01518,C0500,A**** D*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01519,C0133,K**** Y*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01520,C0248,K**** C*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01521,C0699,B**** D*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01522,C0483,B**** D*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E01523,C0433,K**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01524,C0020,T**** O*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01525,C0240,L**** A*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01526,C0542,N**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01527,C0291,K**** Y*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01528,C0205,B**** K*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01529,C0300,O**** A*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01530,C0208,D**** C*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01531,C0235,C**** A*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01532,C0616,E**** C*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01533,C0734,A**** G*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01534,C0270,B**** D*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01535,C0550,B**** K*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01536,C0533,E**** C*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01537,C0580,E**** Y*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01538,C0316,S**** K*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E01539,C0306,L**** D*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01540,C0277,B**** A*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01541,C0035,S**** U*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01542,C0081,C**** K*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01543,C0349,L**** C*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01544,C0695,S**** A*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01545,C0203,D**** S*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01546,C0544,O**** K*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01547,C0153,L**** Y*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01548,C0733,A**** C*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01549,C0426,L**** K*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E01550,C0172,S**** K*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01551,C0414,O**** K*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01552,C0243,M**** O*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01553,C0415,S**** C*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01554,C0585,B**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01555,C0588,D**** P*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01556,C0260,N**** D*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01557,C0603,S**** C*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01558,C0342,L**** U*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01559,C0318,N**** K*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01560,C0556,O**** C*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01561,C0247,S**** A*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E01562,C0207,D**** Y*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01563,C0570,S**** C*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01564,C0105,S**** S*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01565,C0076,N**** C*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01566,C0368,L**** A*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01567,C0248,Z**** Y*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01568,C0177,O**** Y*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01569,C0428,B**** S*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01570,C0224,T**** Y*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01571,C0617,S**** D*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E01572,C0114,S**** U*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01573,C0703,B**** A*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01574,C0439,D**** C*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01575,C0244,S**** P*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01576,C0186,B**** D*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01577,C0351,B**** C*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E01578,C0234,O**** S*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01579,C0136,E**** C*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E01580,C0270,B**** S*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01581,C0445,D**** O*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01582,C0016,A**** D*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01583,C0170,L**** P*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01584,C0592,S**** Y*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01585,C0704,E**** U*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01586,C0188,S**** C*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01587,C0562,D**** Y*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01588,C0711,E**** U*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01589,C0197,A**** Y*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01590,C0687,A**** A*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01591,C0694,E**** U*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01592,C0355,N**** K*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01593,C0256,L**** Y*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01594,C0456,N**** D*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E01595,C0487,Z**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01596,C0096,C**** Y*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01597,C0217,A**** A*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01598,C0679,C**** K*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01599,C0230,T**** D*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01600,C0303,Z**** U*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01601,C0030,C**** K*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E01602,C0064,E**** K*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01603,C0247,S**** A*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01604,C0683,B**** C*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01605,C0080,E**** A*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01606,C0562,A**** C*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01607,C0071,E**** A*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01608,C0175,D**** K*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E01609,C0036,C**** A*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01610,C0290,C**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01611,C0643,L**** K*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01612,C0422,Z**** K*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01613,C0200,K**** A*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01614,C0491,D**** P*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01615,C0023,A**** A*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01616,C0405,A**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01617,C0229,A**** C*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01618,C0323,N**** D*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01619,C0190,M**** P*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01620,C0003,A**** U*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01621,C0397,A**** K*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01622,C0619,O**** K*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01623,C0459,E**** U*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E01624,C0710,E**** K*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E01625,C0023,S**** U*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01626,C0373,L**** C*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01627,C0434,M**** K*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01628,C0169,T**** S*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01629,C0517,C**** P*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E01630,C0531,C**** P*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E01631,C0667,S**** G*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E01632,C0136,A**** A*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01633,C0102,E**** D*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01634,C0719,N**** C*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01635,C0051,A**** K*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01636,C0350,C**** D*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01637,C0325,C**** S*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01638,C0150,S**** Y*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01639,C0002,S**** A*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E01640,C0114,Z**** U*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01641,C0022,E**** D*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E01642,C0102,B**** P*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E01643,C0644,O**** Y*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E01644,C0172,B**** K*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01645,C0655,O**** Y*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01646,C0288,A**** P*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01647,C0166,L**** O*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E01648,C0126,N**** U*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01649,C0263,C**** Y*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01650,C0217,A**** P*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E01651,C0207,A**** A*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01652,C0347,O**** O*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01653,C0530,E**** D*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01654,C0080,D**** K*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01655,C0374,E**** Y*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01656,C0237,L**** C*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01657,C0695,L**** K*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01658,C0017,A**** K*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E01659,C0320,Z**** Y*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01660,C0677,O**** C*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01661,C0123,E**** K*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01662,C0589,N**** C*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01663,C0323,O**** D*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E01664,C0329,O**** S*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01665,C0092,C**** Y*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01666,C0204,M**** U*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01667,C0065,O**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E01668,C0734,S**** K*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01669,C0390,D**** K*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E01670,C0708,S**** K*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E01671,C0123,T**** G*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E01672,C0250,C**** D*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E01673,C0177,K**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01674,C0377,D**** A*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01675,C0672,L**** C*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E01676,C0418,A**** O*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E01677,C0485,D**** Y*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01678,C0336,E**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01679,C0725,N**** K*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01680,C0053,C**** K*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E01681,C0263,B**** A*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01682,C0642,Z**** C*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01683,C0192,E**** A*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E01684,C0642,E**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01685,C0505,O**** G*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01686,C0378,E**** Y*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01687,C0653,S**** A*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01688,C0682,O**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01689,C0222,E**** D*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01690,C0613,C**** Y*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01691,C0039,M**** K*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E01692,C0410,O**** Y*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01693,C0153,K**** C*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01694,C0653,N**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01695,C0010,C**** K*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01696,C0038,E**** Y*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E01697,C0080,A**** K*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01698,C0212,B**** K*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E01699,C0104,S**** Y*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01700,C0101,A**** P*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E01701,C0060,B**** K*******,Country Manager,svktekninjas@gmail.com,415-238-0082
E01702,C0070,D**** O*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01703,C0623,A**** D*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E01704,C0058,A**** D*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01705,C0268,K**** Y*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01706,C0704,K**** A*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E01707,C0590,A**** P*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01708,C0279,B**** K*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01709,C0543,E**** S*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01710,C0192,T**** A*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01711,C0020,L**** C*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E01712,C0358,E**** S*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01713,C0488,Z**** Y*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01714,C0171,O**** A*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01715,C0310,T**** P*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01716,C0400,Z**** C*******,Country Manager,svktekninjas@gmail.com,415-238-0082
E01717,C0691,A**** P*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01718,C0363,L**** Y*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E01719,C0647,B**** A*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01720,C0354,S**** S*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E01721,C0035,M**** K*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E01722,C0424,O**** K*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E01723,C0284,E**** K*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01724,C0178,E**** S*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E01725,C0556,A**** K*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01726,C0062,S**** A*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01727,C0144,N**** Y*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E01728,C0611,L**** D*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E01729,C0554,B**** K*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01730,C0115,C**** A*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E01731,C0543,T**** G*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E01732,C0184,S**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E01733,C0734,O**** A*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E01734,C0043,O**** Y*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01735,C0521,T**** A*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E01736,C0358,A**** Y*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E01737,C0644,E**** K*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E01738,C0654,E**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01739,C0732,C**** Y*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01740,C0391,C**** P*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E01741,C0415,C**** D*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E01742,C0222,L**** U*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E01743,C0590,B**** A*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E01744,C0062,E**** K*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01745,C0555,D**** A*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E01746,C0721,Z**** K*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01747,C0652,C**** C*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E01748,C0651,E**** O*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E01749,C0642,S**** K*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E01750,C0700,D**** Y*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01751,C0336,C**** A*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E01752,C0556,T**** Y*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E01753,C0161,S**** G*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E01754,C0111,E**** O*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E01755,C0212,B**** Y*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01756,C0474,B**** K*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E01757,C0156,A**** A*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E01758,C0120,C**** P*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E01759,C0275,E**** Y*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E01760,C0602,E**** C*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E01761,C0171,T**** Y*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E01762,C0306,C**** K*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E01763,C0113,M**** K*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E01764,C0411,Z**** U*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
